"invID","inv1","inv2","inv3","inv4","inv5","inv6","inv7","inv8","inv9","inv10","inv11","inv12","inv13","inv14","inv15","inv16","inv17","inv18","inv19","inv20","inv21","inv22","inv23","inv24","inv25","inv26","inv27","inv28","inv29","inv30","inv31","inv32","inv33","inv34","inv35","inv36","inv37","inv38","inv39","inv40","inv41","inv42","inv43","inv44","inv45","inv46","inv47","inv48","inv49","inv50","wear1","wear2","wear3","wear4","wear5","wear6"
"10191","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","22003 1 0 0","21002 1 0 0","0 0 0 0","0 0 0 0","24002 1 0 0","0 0 0 0"
"10190","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","21013 1 0 0","0 0 0 0","0 0 0 0","24013 1 0 0","0 0 0 0"
"10192","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","21013 1 0 0","0 0 0 0","0 0 0 0","24013 1 0 0","0 0 0 0"
"10040","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","21012 1 0 0","0 0 0 0","0 0 0 0","24012 1 0 0","0 0 0 0"
"10002","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","21005 1 0 0","0 0 0 0","0 0 0 0","24005 1 0 0","0 0 0 0"
"10006","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0"
"10008","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","22008 1 0 0","21015 1 0 0","0 0 0 0","0 0 0 0","24015 1 0 0","0 0 0 0"
"10006","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0"
"10004","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","21001 1 0 0","0 0 0 0","0 0 0 0","24001 1 0 0","0 0 0 0"
"10000","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","22003 1 0 0","21002 1 0 0","0 0 0 0","0 0 0 0","24002 1 0 0","0 0 0 0"
"10200","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","0 0 0 0","21012 1 0 0","0 0 0 0","0 0 0 0","24012 1 0 0","0 0 0 0"
